"Response ID","Date submitted","Last page","Start language","Seed","Rust is important to my work or projects (1 disagree - 5 agree)","Rust will become more important in my work or projects in the future.  (1 disagree - 5 agree)","Rust will become more important to other developers and projects in the future (1 disagree - 5 agree)","I develop software using Rust","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [MacOS]","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [Windows]","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [Linux (Fedora, OpenSUSE, Ubuntu, Arch, etc)]","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [Other Platform]","On your primary development platform, how did you install your Rust toolchain?","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Integrated Development Environments with Language Features (syntax highlight, errors, completion, type checking)]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Debugging tools (lldb, gdb)]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Online Documentation (doc.rust-lang.org, docs.rs)]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Offline Documentation (local) ]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Build Caching (sccache)]","Do you run, provide, distribute or deploy Rust software?","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Linux]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [MacOS]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Windows]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Rust Library - No specific target (crates.io)]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Other]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Local use only (cargo build / cargo run)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Containers, using rustup inside the builder]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Containers, using a packaged rust (dnf, zypper, apt, pacman, etc)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Packaged for a package manager (rpm, deb, brew, msi, pkg, dmg, etc)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Provided as a library (source, crates.io)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Other Process]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Unknown]","In your release process, how do you manage your Rust dependencies?","In your ideal workflow, how would you prefer to manager your Rust dependencies? ","How do you manage security updates in your Rust dependencies? [Security scanners (e.g. cargo audit)]","How do you manage security updates in your Rust dependencies? [Frequent update of all dependencies (e.g. cargo outdated)]","How do you manage security updates in your Rust dependencies? [Don't actively follow security issues in dependencies]","How do you manage security updates in your Rust dependencies? [Rely on external source to manage (ie distribution packaged rust libraries)]","How do you manage security updates in your Rust dependencies? [Unknown]"
"282","1980-01-01 00:00:00","3","en","63363569","5","5","5","Yes","No","Yes","Yes","No","rustup","4","2","5","1","2","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"285","1980-01-01 00:00:00","3","en","594375740","5","5","4","Yes","Yes","No","Yes","No","rustup","4","5","4","3","4","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","Vendoring (bundled)","Online download from crates.io","Yes","Yes","No","No","No"
"288","","","en","841902539","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"291","1980-01-01 00:00:00","3","en","572075781","5","5","4","Yes","Yes","No","Yes","No","rustup","5","5","5","5","1","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","Online download from crates.io","Online download from crates.io","Yes","Yes","No","No","No"
"294","","","en","2012756614","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"297","","","en","2126048652","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"300","","","en","1501933780","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"303","","2","en","386282174","5","3","4","Yes","Yes","Yes","Yes","No","rustup","5","1","5","1","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"306","1980-01-01 00:00:00","3","en","1683255594","1","3","3","Yes","No","No","Yes","No","Package Manager (dnf, apt, brew, zypper, etc)","3","1","5","1","1","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","Unsure","Unsure","No","No","No","No","Yes"
"309","1980-01-01 00:00:00","3","en","831281003","5","5","5","Yes","Yes","No","Yes","No","rustup","5","2","5","","1","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","No","Online download from crates.io","Satisfied with my existing process","Yes","Yes","No","No","No"
"312","1980-01-01 00:00:00","3","en","1977863722","4","3","4","Yes","No","No","Yes","No","rustup","1","1","5","5","1","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"315","1980-01-01 00:00:00","3","en","1092773137","5","4","4","Yes","No","Yes","Yes","No","rustup","5","3","5","2","2","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"318","","","en","1463826427","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"321","1980-01-01 00:00:00","3","en","1720890091","4","5","4","Yes","No","No","Yes","No","rustup","5","4","4","2","","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","Online download from crates.io","Satisfied with my existing process","Yes","No","No","No","No"
"324","","","en","1893736762","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"327","1980-01-01 00:00:00","3","en","283540872","3","4","2","Yes","Yes","No","No","No","rustup","5","3","5","1","1","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"330","","","en","76395008","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"333","","1","en","1206187093","3","2","2","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"336","1980-01-01 00:00:00","3","en","1363546006","5","5","5","Yes","No","Yes","Yes","No","rustup","5","1","5","1","1","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Online download from crates.io","Satisfied with my existing process","No","No","Yes","No","No"
"339","1980-01-01 00:00:00","3","en","471991887","3","5","5","Yes","No","No","Yes","No","rustup","5","5","5","3","5","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"342","1980-01-01 00:00:00","3","en","1021977012","5","4","5","Yes","No","No","Yes","No","Package Manager (dnf, apt, brew, zypper, etc)","3","2","5","2","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Online download from crates.io","Satisfied with my existing process","No","No","Yes","No","No"
"345","1980-01-01 00:00:00","3","en","1669798505","4","4","4","Yes","No","Yes","Yes","No","rustup","4","2","3","3","1","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","No","","","No","No","Yes","No","No"
"348","1980-01-01 00:00:00","3","en","1658733557","3","4","4","Yes","No","No","Yes","No","rustup","4","2","4","2","3","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","Vendoring (bundled)","Online download from crates.io","No","No","No","No","Yes"
"351","1980-01-01 00:00:00","3","en","2055489276","5","5","5","Yes","No","No","Yes","No","rustup","5","3","5","1","2","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","Online download from crates.io","Satisfied with my existing process","No","No","Yes","No","No"
"354","1980-01-01 00:00:00","3","en","410427883","1","3","5","Yes","Yes","No","Yes","No","rustup","4","1","5","1","5","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"357","1980-01-01 00:00:00","3","en","717332552","3","5","5","Yes","Yes","No","Yes","No","rustup","5","1","5","2","1","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","","","No","No","Yes","Yes","No"
"360","1980-01-01 00:00:00","3","en","1519805504","4","5","5","Yes","Yes","No","Yes","No","rustup","3","2","5","1","4","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","Online download from crates.io","Online download from crates.io","No","No","Yes","No","No"
"363","","","en","1577226389","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"366","","2","en","1892132183","5","5","5","Yes","Yes","No","No","No","rustup","","1","","1","1","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"369","1980-01-01 00:00:00","3","en","1492655710","2","2","4","Yes","No","Yes","No","No","rustup","5","1","5","3","1","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","","","N/A","N/A","N/A","N/A","N/A"
"372","","","en","1834295782","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"378","1980-01-01 00:00:00","3","en","125157877","5","5","5","Yes","No","No","Yes","No","rustup","5","2","5","5","4","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","","","Yes","Yes","No","No","No"
"381","1980-01-01 00:00:00","3","en","1052700800","3","4","3","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"384","1980-01-01 00:00:00","3","en","883393541","4","5","5","Yes","No","No","Yes","No","rustup","5","3","5","2","1","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","Online download from crates.io","Online download from crates.io","Yes","No","No","No","No"
"387","1980-01-01 00:00:00","3","en","1424291000","3","4","5","Yes","Yes","No","Yes","No","rustup","5","2","5","5","5","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","No","Vendoring (bundled)","Package Manager provided libraries","Yes","No","No","No","No"
"390","1980-01-01 00:00:00","3","en","1925578767","5","5","5","Yes","Yes","Yes","Yes","No","rustup","5","5","5","1","1","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Online download from crates.io","Online download from crates.io","Yes","No","No","No","No"
"393","1980-01-01 00:00:00","3","en","1761769372","4","5","5","Yes","Yes","No","Yes","No","rustup","5","3","5","4","1","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","Vendoring (bundled)","Satisfied with my existing process","Yes","No","No","No","No"
"396","","","en","667609787","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"399","1980-01-01 00:00:00","3","en","2003638195","4","5","4","Yes","No","No","Yes","No","rustup","5","2","5","4","2","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","Yes","No","Vendoring (bundled)","Satisfied with my existing process","No","Yes","Yes","No","No"
"402","1980-01-01 00:00:00","3","en","1841246230","5","5","4","Yes","No","Yes","Yes","No","rustup","5","2","5","1","2","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"405","1980-01-01 00:00:00","3","en","1229468958","3","5","5","Yes","No","Yes","Yes","No","rustup","4","3","5","2","4","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"408","1980-01-01 00:00:00","3","en","379235013","3","5","2","Yes","No","No","Yes","No","rustup","5","2","5","5","1","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"411","","","en","2024527927","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"414","1980-01-01 00:00:00","3","en","237270818","4","4","4","Yes","No","No","Yes","No","rustup","5","1","4","4","5","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","Online download from crates.io","Satisfied with my existing process","Yes","Yes","No","No","No"
"417","1980-01-01 00:00:00","3","en","1974048911","4","4","5","Yes","No","No","Yes","No","rustup","5","5","3","3","2","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"420","1980-01-01 00:00:00","3","en","674210486","4","4","4","Yes","No","Yes","No","No","rustup","4","3","5","2","1","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Vendoring (bundled)","Unsure","No","Yes","Yes","No","No"
"423","1980-01-01 00:00:00","3","en","854536396","5","5","5","Yes","No","No","Yes","No","rustup","4","4","5","5","2","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","No","No","Online download from crates.io","Unsure","Yes","Yes","No","No","No"
"426","","","en","1667438302","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"429","1980-01-01 00:00:00","3","en","2027909112","5","3","5","Yes","No","Yes","Yes","No","rustup","5","2","5","4","2","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Online download from crates.io","Satisfied with my existing process","Yes","Yes","No","No","No"
"432","1980-01-01 00:00:00","3","en","1274433525","5","5","5","Yes","Yes","No","Yes","No","rustup","5","4","5","1","3","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","Online download from crates.io","Online download from crates.io","Yes","Yes","No","No","No"
"435","1980-01-01 00:00:00","3","en","423511853","2","3","4","Yes","Yes","No","Yes","No","rustup","5","","4","2","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"438","1980-01-01 00:00:00","3","en","1054525714","4","5","5","Yes","Yes","Yes","Yes","No","rustup","5","2","5","3","1","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"441","1980-01-01 00:00:00","3","en","153452026","5","5","5","Yes","No","Yes","Yes","No","rustup","5","5","5","4","3","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Online download from crates.io","Online download from crates.io","Yes","Yes","No","No","No"
"444","1980-01-01 00:00:00","3","en","2098738820","5","5","5","Yes","No","Yes","Yes","Yes","rustup","5","3","5","1","2","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","Online download from crates.io","Satisfied with my existing process","Yes","Yes","No","No","No"
"447","","1","en","661981504","2","2","3","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"450","1980-01-01 00:00:00","3","en","1269129187","5","5","5","Yes","Yes","No","Yes","No","rustup","5","1","5","5","","Yes","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","","","No","No","No","No","Yes"
"453","1980-01-01 00:00:00","3","en","1556922505","4","3","5","Yes","No","No","Yes","No","rustup","5","2","5","1","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"456","1980-01-01 00:00:00","3","en","1621854797","5","5","4","Yes","Yes","Yes","Yes","No","rustup","5","5","5","5","5","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Online download from crates.io","Satisfied with my existing process","Yes","Yes","No","No","No"
"459","","","en","1816973760","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"462","1980-01-01 00:00:00","3","en","1692555461","5","5","5","Yes","Yes","No","Yes","No","rustup","5","5","5","1","2","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","","","No","No","Yes","No","No"
"465","","","en","197150514","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"468","1980-01-01 00:00:00","3","en","1605039160","5","5","5","Yes","Yes","No","Yes","No","rustup","5","3","5","2","1","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"471","1980-01-01 00:00:00","3","en","115804176","5","3","4","Yes","No","No","Yes","No","rustup","5","2","5","2","1","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"474","1980-01-01 00:00:00","3","en","199115482","5","5","5","Yes","Yes","No","Yes","No","rustup","5","3","5","1","3","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","","","Yes","Yes","No","No","No"
"477","1980-01-01 00:00:00","3","en","1447195593","5","5","5","Yes","No","No","Yes","No","rustup","4","2","5","3","3","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Online download from crates.io","Unsure","Yes","Yes","No","No","No"
"480","1980-01-01 00:00:00","3","en","320026565","5","5","5","Yes","No","Yes","No","No","rustup","5","3","5","3","1","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","","","No","Yes","No","No","No"
"483","","","en","1095373142","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"486","1980-01-01 00:00:00","3","en","973538114","3","4","5","Yes","No","No","Yes","No","rustup","2","1","5","1","1","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"489","1980-01-01 00:00:00","3","en","1357864877","5","5","5","Yes","No","No","Yes","No","rustup","5","2","5","3","4","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","","","No","No","Yes","No","No"
"492","1980-01-01 00:00:00","3","en","1890959397","4","5","4","Yes","No","No","Yes","No","rustup","5","3","4","3","3","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"495","1980-01-01 00:00:00","3","en","18065935","4","5","4","Yes","Yes","Yes","Yes","No","rustup","5","4","5","1","1","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"498","1980-01-01 00:00:00","3","en","1231899570","4","3","4","Yes","No","Yes","No","No","rustup","5","3","5","3","1","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"501","1980-01-01 00:00:00","3","en","1862832730","4","5","5","Yes","No","Yes","Yes","Yes","rustup","5","2","4","1","1","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Online download from crates.io","Satisfied with my existing process","Yes","Yes","No","No","No"
"504","","","en","2045614599","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"507","1980-01-01 00:00:00","3","en","1695719011","5","5","5","Yes","No","Yes","Yes","No","rustup","5","3","5","5","5","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"510","1980-01-01 00:00:00","3","en","938677138","4","5","5","Yes","No","No","Yes","No","rustup","5","5","5","5","2","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","Vendoring (bundled)","Online download from crates.io","Yes","Yes","No","No","No"
"513","","","en","1428861581","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"516","","1","en","237419821","2","2","5","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"519","1980-01-01 00:00:00","3","en","323692691","2","4","4","Yes","Yes","No","Yes","Yes","rustup","3","5","5","3","2","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Vendoring (bundled)","Online download from crates.io","No","Yes","No","No","No"
"522","1980-01-01 00:00:00","3","en","405837474","1","5","5","Yes","No","No","Yes","No","Package Manager (dnf, apt, brew, zypper, etc)","5","3","5","1","1","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"525","","","en","1516287991","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
